fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presmax,horapresmax,presmin,horapresmin,season,season_name,year,month,week
2019-08-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,27.5,3.8,21.4,Varias,21.4,14:15,11.0,4.4,11.4,22:00,9.0,939.9,08,935.0,18,3,Summer,2019,8,34
2019-08-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.5,45.9,14.5,19:00,14.5,14:20,11.0,3.3,11.4,04:00,6.0,938.7,22,934.4,17,3,Summer,2019,8,35
2019-08-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.1,0.0,14.6,Varias,14.6,Varias,25.0,1.9,6.7,15:20,10.8,939.1,24,936.9,16,3,Summer,2019,8,35
2019-08-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,24.2,0.0,17.5,05:30,17.5,15:40,16.0,1.9,6.1,12:50,12.2,940.3,09,938.0,18,3,Summer,2019,8,35
2019-08-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,26.0,0.0,19.0,05:40,19.0,Varias,16.0,1.9,7.2,15:00,11.5,942.0,Varias,939.6,18,3,Summer,2019,8,35
2019-08-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,26.8,2.6,19.0,23:59,19.0,14:45,11.0,1.7,12.8,17:10,9.9,942.9,08,939.2,16,3,Summer,2019,8,35
2019-08-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,25.3,0.0,18.0,05:50,18.0,16:00,15.0,1.9,6.1,13:40,10.9,940.9,00,936.4,17,3,Summer,2019,8,35
2019-09-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,27.0,0.3,19.4,05:50,19.4,14:00,22.0,2.2,11.4,14:10,8.0,938.1,24,934.7,16,4,Autumn,2019,9,35
2019-09-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,25.0,0.0,18.2,05:50,18.2,Varias,3.0,2.5,10.8,00:20,10.7,941.3,24,938.1,Varias,4,Autumn,2019,9,36
2019-09-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,26.0,0.0,18.6,06:00,18.6,15:30,24.0,1.9,10.3,15:50,10.5,943.0,Varias,939.7,Varias,4,Autumn,2019,9,36
2019-09-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,26.5,0.0,19.6,14:20,19.6,15:50,3.0,1.9,10.8,21:10,10.6,941.7,09,937.4,17,4,Autumn,2019,9,36
2019-09-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.0,0.0,16.0,23:59,16.0,15:40,4.0,3.6,12.8,08:20,11.0,942.4,24,939.5,17,4,Autumn,2019,9,36
2019-09-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.5,0.0,12.2,06:00,12.2,Varias,4.0,3.1,11.9,08:10,11.0,942.6,08,938.7,17,4,Autumn,2019,9,36
2019-09-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.6,0.0,14.2,04:20,14.2,15:20,3.0,1.9,9.7,01:50,11.5,941.6,Varias,937.3,18,4,Autumn,2019,9,36
2019-09-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,23.2,0.0,16.9,06:00,16.9,16:10,5.0,1.9,7.8,00:20,9.7,939.9,Varias,936.5,Varias,4,Autumn,2019,9,36
2019-09-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,23.2,0.0,16.4,04:30,16.4,15:10,21.0,5.3,15.6,15:00,9.4,938.8,09,933.9,16,4,Autumn,2019,9,37
2019-09-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,18.0,0.0,13.9,23:59,13.9,13:20,30.0,4.4,11.4,15:10,7.7,940.4,24,934.2,04,4,Autumn,2019,9,37
2019-09-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.2,0.0,12.5,Varias,12.5,14:30,2.0,4.2,14.4,08:10,10.2,946.0,24,939.7,03,4,Autumn,2019,9,37
2019-09-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.4,0.0,16.1,04:30,16.1,14:10,3.0,3.9,12.5,08:50,9.6,948.0,10,945.6,18,4,Autumn,2019,9,37
2019-09-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,18.2,3.1,15.0,14:00,15.0,00:00,7.0,3.9,13.3,11:30,2.0,947.7,00,944.7,19,4,Autumn,2019,9,37
2019-09-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,18.4,14.7,15.9,19:00,15.9,10:20,10.0,2.8,9.7,13:50,0.4,945.7,00,942.5,Varias,4,Autumn,2019,9,37
2019-09-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.8,0.4,16.0,05:50,16.0,14:50,8.0,2.5,7.2,17:10,3.2,942.5,00,940.1,Varias,4,Autumn,2019,9,37
2019-09-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.5,0.0,16.6,Varias,16.6,15:30,30.0,1.9,9.7,16:10,8.2,941.8,09,939.5,16,4,Autumn,2019,9,38
2019-09-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.4,0.0,15.9,05:00,15.9,14:40,99.0,3.9,12.8,Varias,7.8,940.5,00,936.3,15,4,Autumn,2019,9,38
2019-09-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.0,0.0,16.5,Varias,16.5,Varias,15.0,1.9,6.1,14:20,8.6,939.3,Varias,936.8,16,4,Autumn,2019,9,38
2019-09-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,23.3,0.0,17.6,06:00,17.6,Varias,15.0,1.9,6.7,14:20,9.9,939.4,09,936.3,16,4,Autumn,2019,9,38
2019-09-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.8,26.2,16.2,19:00,16.2,16:10,19.0,3.9,14.4,19:00,3.8,938.7,09,934.3,18,4,Autumn,2019,9,38
2019-09-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,17.9,3.2,15.0,Varias,15.0,Varias,21.0,1.7,7.2,11:30,1.5,936.0,10,934.1,16,4,Autumn,2019,9,38
2019-09-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.2,0.0,14.9,23:59,14.9,14:45,23.0,3.9,10.3,06:50,6.8,939.9,24,933.9,04,4,Autumn,2019,9,38
2019-09-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.9,0.0,11.9,Varias,11.9,Varias,99.0,2.2,8.3,Varias,9.4,942.7,09,939.7,Varias,4,Autumn,2019,9,39
2019-09-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.4,0.0,12.0,05:50,12.0,15:30,25.0,3.9,10.8,17:50,10.2,941.5,09,937.5,17,4,Autumn,2019,9,39
2019-09-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.6,0.0,14.3,06:30,14.3,14:50,28.0,1.9,8.9,Varias,9.7,940.5,10,938.1,Varias,4,Autumn,2019,9,39
2019-09-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.8,0.0,14.5,06:30,14.5,15:00,11.0,2.5,6.7,13:50,10.3,942.1,09,939.2,17,4,Autumn,2019,9,39
2019-09-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.0,0.0,14.9,06:00,14.9,14:40,21.0,1.9,8.3,15:30,10.4,941.5,09,938.7,16,4,Autumn,2019,9,39
2019-09-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.1,0.0,13.8,06:00,13.8,15:30,21.0,1.7,7.8,16:00,10.6,942.8,10,939.7,18,4,Autumn,2019,9,39
2019-09-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.2,0.0,12.7,06:20,12.7,15:40,25.0,3.1,8.9,14:00,10.4,941.3,09,938.3,16,4,Autumn,2019,9,39
2019-09-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.0,0.0,14.5,Varias,14.5,14:40,24.0,2.2,10.3,15:10,10.2,940.4,Varias,936.5,Varias,4,Autumn,2019,9,40
2019-10-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.3,0.0,13.8,06:50,13.8,11:40,32.0,3.6,11.4,13:20,10.0,937.6,Varias,935.1,04,4,Autumn,2019,10,40
2019-10-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,18.8,0.0,13.5,06:30,13.5,15:30,29.0,2.2,11.4,01:30,10.1,941.0,22,937.0,01,4,Autumn,2019,10,40
2019-10-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.1,0.0,11.0,05:00,11.0,16:00,27.0,1.4,6.1,19:30,9.3,941.5,10,938.2,17,4,Autumn,2019,10,40
2019-10-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.4,0.0,12.6,06:20,12.6,Varias,24.0,1.9,8.3,16:00,10.1,940.3,Varias,936.4,17,4,Autumn,2019,10,40
2019-10-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,20.4,0.0,13.4,06:00,13.4,15:30,32.0,2.2,6.7,23:30,10.1,939.3,Varias,936.8,16,4,Autumn,2019,10,40
2019-10-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.0,0.0,13.5,06:30,13.5,Varias,27.0,2.2,9.7,16:50,10.4,941.6,Varias,938.9,Varias,4,Autumn,2019,10,40
2019-10-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.2,0.0,14.0,06:30,14.0,15:30,14.0,1.7,7.8,14:10,9.9,941.6,Varias,939.4,Varias,4,Autumn,2019,10,41
2019-10-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.2,0.0,14.9,06:15,14.9,15:20,17.0,1.7,6.7,13:40,10.3,941.7,09,937.6,17,4,Autumn,2019,10,41
2019-10-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,22.0,0.0,15.2,06:10,15.2,16:05,3.0,1.1,7.8,21:50,9.8,939.9,Varias,936.7,16,4,Autumn,2019,10,41
2019-10-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.0,0.0,15.0,Varias,15.0,16:20,7.0,1.9,8.3,01:20,7.3,942.6,Varias,939.6,16,4,Autumn,2019,10,41
2019-10-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.6,0.0,15.6,Varias,15.6,16:10,9.0,1.7,7.8,12:50,9.1,942.9,09,938.4,Varias,4,Autumn,2019,10,41
2019-10-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,21.4,2.2,15.9,05:50,15.9,14:40,21.0,2.8,17.5,18:20,6.0,939.6,00,935.9,17,4,Autumn,2019,10,41
2019-10-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,19.0,0.0,14.1,06:20,14.1,15:20,22.0,1.7,8.3,14:00,10.1,938.6,10,933.8,24,4,Autumn,2019,10,41
2019-10-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.0,2.7,8.0,23:00,8.0,13:20,24.0,7.5,19.7,16:00,5.2,939.2,Varias,931.6,05,4,Autumn,2019,10,42
2019-10-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.4,0.0,6.1,Varias,6.1,Varias,22.0,2.8,9.2,15:40,9.9,942.2,10,939.2,00,4,Autumn,2019,10,42
2019-10-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,13.2,0.2,7.1,Varias,7.1,14:50,19.0,2.8,9.2,12:20,10.5,942.0,08,938.4,16,4,Autumn,2019,10,42
2019-10-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,12.8,2.8,9.0,03:45,9.0,15:50,21.0,2.5,9.2,11:50,0.0,940.9,09,938.3,04,4,Autumn,2019,10,42
2019-10-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,16.6,0.1,13.1,23:00,13.1,Varias,21.0,4.7,12.5,14:50,2.0,939.3,00,934.7,Varias,4,Autumn,2019,10,42
2019-10-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.4,19.0,9.8,06:05,9.8,14:30,25.0,3.9,16.4,19:30,5.6,934.7,00,925.6,22,4,Autumn,2019,10,42
2019-10-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.7,0.35,7.4,Varias,7.4,12:30,24.0,5.6,13.9,02:30,3.2,936.8,Varias,926.4,01,4,Autumn,2019,10,42
2019-10-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.3,0.1,5.0,04:30,5.0,15:40,10.0,1.7,5.6,12:00,8.7,939.2,09,936.6,00,4,Autumn,2019,10,43
2019-10-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.5,10.2,7.2,Varias,7.2,Varias,4.0,3.1,10.8,09:40,0.0,937.6,Varias,928.1,Varias,4,Autumn,2019,10,43
2019-10-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.7,0.7,6.2,08:00,6.2,15:00,99.0,3.9,8.3,Varias,1.5,933.2,24,926.5,06,4,Autumn,2019,10,43
2019-10-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,12.5,0.0,7.3,05:30,7.3,14:40,24.0,3.6,8.3,17:30,9.3,944.4,Varias,933.2,00,4,Autumn,2019,10,43
2019-10-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.5,0.0,7.8,06:00,7.8,15:20,18.0,0.8,4.7,13:50,10.0,945.4,Varias,942.3,17,4,Autumn,2019,10,43
2019-10-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,15.6,0.0,8.5,Varias,8.5,15:30,35.0,0.8,4.2,00:30,10.1,943.3,Varias,940.6,Varias,4,Autumn,2019,10,43
2019-10-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,15.0,0.0,8.5,06:50,8.5,12:50,99.0,1.4,4.2,Varias,6.8,943.1,09,940.0,16,4,Autumn,2019,10,43
2019-10-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,17.0,0.0,12.0,06:00,12.0,14:05,21.0,1.7,7.8,14:00,7.7,940.5,00,937.8,16,4,Autumn,2019,10,44
2019-10-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.8,0.0,9.9,04:15,9.9,15:50,12.0,0.8,4.7,15:00,7.1,942.3,24,937.9,03,4,Autumn,2019,10,44
2019-10-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.8,0.0,10.6,06:40,10.6,Varias,24.0,1.9,9.2,17:10,3.7,944.4,10,942.1,Varias,4,Autumn,2019,10,44
2019-10-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,15.0,1.2,6.2,06:20,6.2,14:20,25.0,3.3,9.2,00:30,7.4,945.0,Varias,942.8,03,4,Autumn,2019,10,44
2019-11-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,17.1,0.15000000000000002,14.1,03:50,14.1,15:10,25.0,5.8,12.5,13:10,4.4,943.6,00,936.8,24,4,Autumn,2019,11,44
2019-11-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,16.0,0.4,13.3,23:59,13.3,14:10,22.0,7.5,15.0,14:40,3.6,936.8,00,926.4,24,4,Autumn,2019,11,44
2019-11-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,14.6,0.2,12.6,Varias,12.6,Varias,32.0,8.1,21.1,09:20,8.3,934.0,Varias,924.3,04,4,Autumn,2019,11,44
2019-11-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,13.4,1.8,9.7,23:59,9.7,14:10,23.0,9.2,18.6,Varias,7.3,937.7,00,928.2,20,4,Autumn,2019,11,45
2019-11-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.7,0.9,6.8,03:00,6.8,15:50,26.0,4.7,16.9,14:40,6.6,936.3,24,929.6,00,4,Autumn,2019,11,45
2019-11-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.1,0.5,7.4,06:15,7.4,13:15,26.0,3.3,12.5,00:50,6.8,937.7,08,933.7,24,4,Autumn,2019,11,45
2019-11-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.2,0.5,5.1,Varias,5.1,14:40,27.0,5.8,13.9,09:40,7.6,933.7,Varias,931.1,Varias,4,Autumn,2019,11,45
2019-11-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.2,0.0,3.0,05:00,3.0,14:05,27.0,3.9,15.0,10:40,9.7,941.2,Varias,932.1,01,4,Autumn,2019,11,45
2019-11-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.8,1.5,5.1,07:10,5.1,12:50,29.0,6.1,13.3,01:00,3.8,941.5,09,936.3,21,4,Autumn,2019,11,45
2019-11-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.0,0.0,4.9,22:00,4.9,11:40,30.0,3.9,13.3,02:20,4.8,939.3,24,936.3,14,4,Autumn,2019,11,45
2019-11-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.8,0.0,5.4,Varias,5.4,15:30,29.0,2.5,8.9,03:40,1.7,939.3,00,935.3,Varias,4,Autumn,2019,11,46
2019-11-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.8,4.9,2.0,Varias,2.0,14:10,23.0,3.1,14.4,23:59,7.8,938.1,00,929.3,24,4,Autumn,2019,11,46
2019-11-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,12.6,2.0,8.4,23:59,8.4,Varias,24.0,3.6,16.4,03:20,8.4,933.1,18,927.0,05,4,Autumn,2019,11,46
2019-11-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.8,0.3,5.2,16:00,5.2,13:30,26.0,6.7,18.1,15:20,4.8,929.3,00,920.5,17,4,Autumn,2019,11,46
2019-11-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,6.4,0.0,3.2,07:15,3.2,14:10,30.0,4.7,12.5,11:50,5.4,928.9,Varias,923.1,03,4,Autumn,2019,11,46
2019-11-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,6.6,0.0,2.0,Varias,2.0,14:01,99.0,1.7,8.3,Varias,8.5,936.7,22,928.9,00,4,Autumn,2019,11,46
2019-11-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,4.9,4.8,2.2,06:40,2.2,Varias,23.0,5.0,11.4,13:00,0.0,936.2,00,930.0,21,4,Autumn,2019,11,46
2019-11-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.3,0.0,3.6,Varias,3.6,Varias,29.0,1.7,8.9,00:30,7.5,938.3,22,930.6,00,4,Autumn,2019,11,47
2019-11-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,5.5,0.0,0.4,05:30,0.4,13:40,23.0,1.9,7.2,14:20,5.7,938.4,Varias,934.2,00,4,Autumn,2019,11,47
2019-11-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,6.5,5.1,1.0,Varias,1.0,12:50,23.0,0.8,5.6,14:50,0.1,934.3,00,929.2,14,4,Autumn,2019,11,47
2019-11-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.5,0.9,5.0,04:50,5.0,14:30,23.0,2.2,6.7,13:30,0.2,929.6,Varias,927.6,Varias,4,Autumn,2019,11,47
2019-11-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.0,5.3,6.0,Varias,6.0,15:30,24.0,5.3,15.6,21:20,0.1,927.6,00,913.4,16,4,Autumn,2019,11,47
2019-11-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.8,0.0,6.8,06:30,6.8,15:40,27.0,6.1,16.4,06:20,5.8,932.7,24,915.4,00,4,Autumn,2019,11,47
2019-11-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.2,0.0,5.9,05:50,5.9,13:30,28.0,5.0,11.4,03:10,7.6,936.8,10,932.3,00,4,Autumn,2019,11,47
2019-11-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.0,0.0,6.0,Varias,6.0,14:40,23.0,4.7,10.3,01:20,5.1,936.9,24,934.3,03,4,Autumn,2019,11,48
2019-11-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.7,2.9,9.8,Varias,9.8,15:15,99.0,3.9,14.4,Varias,0.0,936.6,00,930.5,23,4,Autumn,2019,11,48
2019-11-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.0,0.0,8.4,23:59,8.4,14:10,26.0,5.6,13.9,11:20,7.9,935.9,24,930.4,02,4,Autumn,2019,11,48
2019-11-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.7,0.0,7.6,03:30,7.6,Varias,23.0,5.6,12.5,14:30,1.4,938.6,11,935.1,01,4,Autumn,2019,11,48
2019-11-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,12.6,0.2,10.9,00:00,10.9,13:40,24.0,5.0,9.7,02:50,0.2,942.1,23,937.8,01,4,Autumn,2019,11,48
2019-11-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.3,6.0,7.4,23:59,7.4,14:15,21.0,5.8,12.5,11:10,0.9,941.7,00,935.0,24,4,Autumn,2019,11,48
2019-12-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.9,34.5,5.4,06:30,5.4,Varias,4.0,0.8,7.8,21:00,0.0,935.0,Varias,930.7,Varias,1,Winter,2019,12,48
2019-12-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.5,0.0,3.5,06:01,3.5,14:00,4.0,5.6,15.0,10:50,5.4,938.2,Varias,932.6,00,1,Winter,2019,12,49
2019-12-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.0,1.6,3.7,07:30,3.7,Varias,3.0,3.1,8.9,09:20,6.8,937.8,00,933.8,14,1,Winter,2019,12,49
2019-12-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.4,2.3,5.2,01:40,5.2,14:15,5.0,2.8,10.8,15:10,0.0,934.3,00,928.8,13,1,Winter,2019,12,49
2019-12-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.2,0.0,7.4,00:30,7.4,14:30,20.0,4.7,12.5,08:40,7.5,942.2,Varias,932.7,Varias,1,Winter,2019,12,49
2019-12-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.4,0.0,6.3,Varias,6.3,13:50,3.0,1.1,5.3,09:30,5.8,944.2,23,941.5,02,1,Winter,2019,12,49
2019-12-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.2,0.0,2.5,07:30,2.5,14:30,35.0,1.1,3.6,01:30,8.8,945.4,Varias,943.0,Varias,1,Winter,2019,12,49
2019-12-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,5.0,3.0,3.0,Varias,3.0,19:00,16.0,1.1,3.6,10:10,0.0,946.6,24,944.4,05,1,Winter,2019,12,49
2019-12-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.4,0.0,4.5,Varias,4.5,14:00,26.0,1.7,7.2,13:50,3.2,950.3,Varias,946.3,00,1,Winter,2019,12,50
2019-12-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,6.8,0.0,3.2,08:00,3.2,Varias,15.0,0.8,4.7,04:00,2.4,950.2,00,944.9,23,1,Winter,2019,12,50
2019-12-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.0,0.1,2.7,09:15,2.7,13:30,29.0,3.6,16.1,14:40,5.2,945.0,00,942.1,13,1,Winter,2019,12,50
2019-12-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,6.2,0.3,2.6,Varias,2.6,23:59,24.0,7.5,16.9,14:40,0.0,944.0,00,933.4,23,1,Winter,2019,12,50
2019-12-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,11.3,0.0,7.8,23:59,7.8,15:30,25.0,7.8,17.5,Varias,1.7,939.1,Varias,932.9,02,1,Winter,2019,12,50
2019-12-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.2,0.0,6.0,22:15,6.0,Varias,21.0,3.9,9.2,12:30,7.2,940.3,10,938.1,24,1,Winter,2019,12,50
2019-12-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.6,0.0,7.5,00:00,7.5,Varias,99.0,3.3,8.3,Varias,0.0,938.1,00,930.6,24,1,Winter,2019,12,50
2019-12-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.2,0.3,5.6,05:00,5.6,12:40,15.0,5.0,10.3,15:00,1.8,930.6,00,920.5,18,1,Winter,2019,12,51
2019-12-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.8,0.55,7.1,Varias,7.1,13:15,11.0,2.8,7.2,03:30,1.5,935.4,24,920.7,00,1,Winter,2019,12,51
2019-12-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,5.6,1.8,1.7,07:30,1.7,Varias,99.0,1.9,5.6,Varias,2.3,940.0,11,935.2,00,1,Winter,2019,12,51
2019-12-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.0,26.3,7.1,01:50,7.1,13:05,20.0,5.8,19.7,22:50,0.0,936.4,00,920.9,24,1,Winter,2019,12,51
2019-12-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,12.2,9.4,11.0,Varias,11.0,11:45,24.0,7.5,21.7,04:30,2.4,924.7,10,919.0,02,1,Winter,2019,12,51
2019-12-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,13.4,2.3,10.2,Varias,10.2,13:30,24.0,10.8,25.3,11:30,3.1,931.1,Varias,924.0,Varias,1,Winter,2019,12,51
2019-12-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.9,0.0,8.0,08:00,8.0,13:50,24.0,8.6,20.0,12:40,5.0,944.3,23,931.1,00,1,Winter,2019,12,51
2019-12-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.0,0.0,4.2,06:00,4.2,14:30,26.0,1.9,12.5,00:20,6.6,948.6,23,943.8,00,1,Winter,2019,12,52
2019-12-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.0,0.0,4.3,05:45,4.3,14:30,9.0,1.4,4.2,10:30,7.1,950.1,10,947.4,15,1,Winter,2019,12,52
2019-12-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.8,0.0,4.8,07:15,4.8,14:20,8.0,1.4,4.2,14:30,8.0,947.6,00,944.6,Varias,1,Winter,2019,12,52
2019-12-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,10.5,0.0,5.0,05:50,5.0,15:50,1.0,1.7,4.7,Varias,7.9,949.4,24,945.9,05,1,Winter,2019,12,52
2019-12-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.0,0.0,2.5,07:50,2.5,15:10,6.0,0.8,4.7,03:40,8.4,950.2,10,948.0,15,1,Winter,2019,12,52
2019-12-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,9.2,0.0,2.0,Varias,2.0,16:00,36.0,0.6,4.7,23:10,9.0,949.9,09,947.7,14,1,Winter,2019,12,52
2019-12-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,8.6,0.0,2.0,07:30,2.0,14:20,35.0,0.8,3.6,06:30,9.0,951.4,Varias,948.2,18,1,Winter,2019,12,52
2019-12-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.4,0.0,1.5,05:10,1.5,14:10,14.0,0.6,4.2,11:30,8.9,951.9,11,949.5,Varias,1,Winter,2019,12,1
2019-12-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690.0,7.3,0.0,1.5,07:30,1.5,Varias,35.0,0.8,3.1,02:01,8.7,952.0,Varias,949.7,Varias,1,Winter,2019,12,1
