date,pm10,no2,year,month,day,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presmax,presmin,week,season,season_name,estado_trafico,diadelasemana,findesemana
2018-11-21,16.0,29.0,2018,11,21,14.6,0.0,10.6,10.6,21.0,1.9,7.5,5.2,1015.2,1003.8,47,4,Autumn,2.100465313028765,2,0
2018-11-22,23.0,24.0,2018,11,22,14.0,0.0,9.8,9.8,32.0,1.9,4.2,3.1,1017.4,1014.9,47,4,Autumn,2.0946991822429912,3,0
2018-11-23,31.0,16.0,2018,11,23,12.0,2.5,10.4,10.4,31.0,2.5,8.3,0.0,1015.3,1011.1,47,4,Autumn,2.2115047351806383,4,0
2018-11-24,17.0,14.0,2018,11,24,12.0,0.0,8.3,8.3,30.0,2.5,6.4,6.0,1016.5,1011.9,47,4,Autumn,1.9240918437285808,5,1
2018-11-25,10.0,18.0,2018,11,25,13.0,0.8,10.3,10.3,31.0,2.8,9.2,1.1,1011.9,1005.5,47,4,Autumn,1.6854048964218455,6,1
2018-11-26,12.0,22.0,2018,11,26,11.6,3.2,8.7,8.7,32.0,3.9,12.2,1.3,1014.9,1002.6,48,4,Autumn,2.0988457665194824,0,0
2018-11-27,23.712691771269174,25.0,2018,11,27,12.6,0.0,9.1,9.1,32.0,3.1,9.2,5.9,1020.9,1014.8,48,4,Autumn,2.0748003922117944,1,0
2018-11-28,25.0,28.0,2018,11,28,13.3,0.0,8.6,8.6,32.0,1.4,8.6,5.2,1022.4,1020.3,48,4,Autumn,2.110087751105954,2,0
2018-11-29,30.0,24.0,2018,11,29,11.8,0.0,7.7,7.7,23.0,1.9,6.4,2.7,1021.6,1015.9,48,4,Autumn,2.157151819322459,3,0
2018-11-30,28.0,18.0,2018,11,30,12.3,0.4,9.6,9.6,29.0,2.2,6.7,2.0,1019.3,1013.4,48,4,Autumn,2.178099480326652,4,0
2018-12-01,16.0,18.0,2018,12,1,12.0,0.0,9.1,9.1,30.0,1.4,7.5,4.9,1021.3,1019.1,48,1,Winter,1.9077764751856197,5,1
2018-12-02,16.0,16.0,2018,12,2,14.1,0.0,10.5,10.5,28.0,2.5,7.8,4.8,1021.0,1018.2,48,1,Winter,1.7224537876042043,6,1
2018-12-03,17.0,24.0,2018,12,3,15.3,0.0,11.5,11.5,30.0,1.9,10.8,2.0,1020.4,1018.0,49,1,Winter,2.0941504598221017,0,0
2018-12-04,23.0,24.0,2018,12,4,16.2,0.0,12.3,12.3,35.0,2.2,8.3,4.5,1024.0,1020.0,49,1,Winter,2.1051563931422588,1,0
2018-12-05,34.0,14.0,2018,12,5,13.8,0.0,9.4,9.4,26.0,3.1,6.7,4.7,1024.5,1021.8,49,1,Winter,2.1720544449170567,2,0
2018-12-06,20.0,12.0,2018,12,6,13.8,0.0,10.7,10.7,36.0,1.7,5.8,5.3,1026.4,1023.0,49,1,Winter,1.6579533272862208,3,0
2018-12-07,10.0,15.0,2018,12,7,11.7,0.0,9.7,9.7,32.0,2.5,9.2,5.4,1026.2,1022.0,49,1,Winter,1.940621452894438,4,0
2018-12-08,10.0,17.0,2018,12,8,12.4,0.0,9.4,9.4,99.0,2.2,6.9,2.3,1027.1,1022.2,49,1,Winter,1.7127106141781194,5,1
2018-12-09,14.0,23.0,2018,12,9,13.6,0.0,8.9,8.9,29.0,2.2,10.8,4.4,1027.0,1020.6,49,1,Winter,1.639973636513429,6,1
2018-12-10,21.0,27.0,2018,12,10,12.1,0.0,8.9,8.9,34.0,2.5,8.6,3.0,1029.3,1025.3,50,1,Winter,2.091964937910884,0,0
2018-12-11,31.0,26.0,2018,12,11,10.7,0.0,6.6,6.6,2.0,2.2,6.4,4.3,1025.3,1019.1,50,1,Winter,2.120158606528358,1,0
2018-12-12,32.0,26.0,2018,12,12,12.0,0.0,8.9,8.9,99.0,1.4,5.3,2.9,1020.0,1013.2,50,1,Winter,2.1027405753968256,2,0
2018-12-13,33.0,23.0,2018,12,13,11.4,5.6,9.8,9.8,34.0,1.4,5.8,0.0,1013.2,1002.9,50,1,Winter,2.202227266278905,3,0
2018-12-14,23.0,17.0,2018,12,14,11.4,0.0,9.1,9.1,36.0,1.4,5.8,2.3,1019.6,1006.2,50,1,Winter,2.1863535385591875,4,0
2018-12-15,14.0,15.0,2018,12,15,11.6,0.0,8.4,8.4,32.0,3.3,8.6,4.4,1022.2,1017.9,50,1,Winter,1.9467608654513344,5,1
2018-12-16,10.0,17.0,2018,12,16,13.4,0.0,11.9,11.9,29.0,2.5,13.6,0.1,1018.5,1014.0,50,1,Winter,1.7075258775001945,6,1
2018-12-17,11.0,26.0,2018,12,17,12.8,0.0,9.3,9.3,30.0,3.3,13.1,4.9,1029.4,1018.0,51,1,Winter,2.14247311827957,0,0
2018-12-18,19.0,23.0,2018,12,18,10.8,0.0,7.0,7.0,27.0,2.8,7.5,0.0,1028.2,1020.4,51,1,Winter,2.1296090843829543,1,0
2018-12-19,22.0,26.0,2018,12,19,13.4,0.0,9.7,9.7,30.0,3.3,15.0,3.5,1021.9,1016.8,51,1,Winter,2.2200960084171757,2,0
2018-12-20,20.0,24.0,2018,12,20,12.3,0.0,8.4,8.4,30.0,1.9,7.5,3.7,1028.7,1021.5,51,1,Winter,2.3331109763493028,3,0
2018-12-21,26.0,23.0,2018,12,21,12.3,0.0,7.5,7.5,26.0,2.5,7.8,4.0,1029.8,1027.4,51,1,Winter,1.9278959018042796,4,0
2018-12-22,17.0,21.0,2018,12,22,14.2,0.0,10.5,10.5,28.0,0.8,6.4,4.8,1029.4,1027.2,51,1,Winter,1.8900154798761608,5,1
2018-12-23,20.0,19.0,2018,12,23,13.8,0.0,8.9,8.9,36.0,3.1,6.4,5.1,1030.3,1026.7,51,1,Winter,1.7366048647729206,6,1
2018-12-24,18.0,18.0,2018,12,24,15.1,0.0,10.7,10.7,36.0,2.2,5.3,5.0,1027.1,1024.5,52,1,Winter,1.9348271718385524,0,0
2018-12-25,24.0,20.0,2018,12,25,12.7,0.0,8.9,8.9,35.0,1.9,5.3,3.1,1030.3,1026.8,52,1,Winter,1.7170918575271008,1,0
2018-12-26,24.0,16.0,2018,12,26,11.0,0.0,7.1,7.1,20.0,1.7,5.3,1.4,1030.9,1027.5,52,1,Winter,1.7276463745637844,2,0
2018-12-27,23.0,17.0,2018,12,27,12.0,0.0,8.6,8.6,33.0,2.2,5.3,3.1,1027.9,1025.7,52,1,Winter,1.8073043266893531,3,0
2018-12-28,20.0,14.0,2018,12,28,10.7,0.0,6.6,6.6,36.0,1.9,5.3,4.4,1028.6,1026.2,52,1,Winter,1.936193980812196,4,0
2018-12-29,19.0,16.0,2018,12,29,10.3,0.0,6.2,6.2,35.0,2.2,6.4,4.8,1029.8,1027.4,52,1,Winter,1.7192477126397832,5,1
2018-12-30,16.0,17.641379310344828,2018,12,30,11.4,0.0,5.1,5.1,35.0,2.5,6.7,5.4,1029.6,1026.1,52,1,Winter,1.6461387200572042,6,1
2018-12-31,23.712691771269174,19.0,2018,12,31,11.8,0.0,6.5,6.5,35.0,2.8,7.5,5.4,1029.5,1026.9,1,1,Winter,1.8081654214776244,0,0
2019-01-01,31.0,20.0,2019,1,1,11.4,0.0,6.6,6.6,1.0,3.1,6.4,5.2,1030.4,1026.5,1,1,Winter,1.5487457747731719,1,0
2019-01-02,16.0,23.0,2019,1,2,11.2,0.0,6.6,6.6,1.0,2.2,6.9,5.5,1027.2,1024.2,1,1,Winter,1.9199233151452588,2,0
2019-01-03,22.0,26.0,2019,1,3,9.2,0.0,5.0,5.0,36.0,3.3,6.1,5.4,1030.1,1027.2,1,1,Winter,1.9477143710785776,3,0
2019-01-04,26.0,19.0,2019,1,4,8.4,0.0,4.3,4.3,35.0,2.8,6.4,3.6,1032.8,1027.8,1,1,Winter,1.9773457943925237,4,0
2019-01-05,25.0,17.0,2019,1,5,11.4,0.0,6.6,6.6,26.0,1.9,5.0,5.3,1031.6,1025.0,1,1,Winter,1.7578288100208768,5,1
2019-01-06,18.0,22.0,2019,1,6,13.2,0.0,8.0,8.0,33.0,2.5,7.5,5.6,1026.4,1023.9,1,1,Winter,1.77329928871056,6,1
2019-01-07,22.0,18.0,2019,1,7,10.8,0.0,7.3,7.3,24.0,2.5,6.9,3.1,1029.9,1025.9,2,1,Winter,1.9725819698022615,0,0
2019-01-08,24.0,20.0,2019,1,8,9.7,0.0,4.9,4.9,30.0,3.3,10.3,5.1,1029.5,1019.9,2,1,Winter,1.9981875217845941,1,0
2019-01-09,24.0,23.0,2019,1,9,11.3,0.0,7.0,7.0,8.0,2.2,10.0,5.7,1020.1,1011.9,2,1,Winter,2.0119266730471908,2,0
2019-01-10,21.0,23.0,2019,1,10,8.4,0.0,5.0,5.0,35.0,2.8,10.6,5.7,1020.1,1014.5,2,1,Winter,2.0538128903836914,3,0
2019-01-11,24.0,18.0,2019,1,11,6.8,0.0,2.9,2.9,33.0,1.4,8.1,5.7,1026.4,1020.1,2,1,Winter,2.1260472488489697,4,0
2019-01-12,25.0,15.0,2019,1,12,8.4,0.0,4.2,4.2,29.0,2.5,8.9,5.7,1027.2,1024.3,2,1,Winter,1.8214936247723128,5,1
2019-01-13,23.712691771269174,20.0,2019,1,13,10.8,0.0,6.0,6.0,36.0,1.9,8.9,3.6,1024.7,1018.1,2,1,Winter,1.6506888633754306,6,1
2019-01-14,16.0,26.0,2019,1,14,13.5,0.0,9.7,9.7,31.0,1.9,7.5,0.5,1020.4,1015.9,3,1,Winter,2.006166028428636,0,0
2019-01-15,28.0,28.0,2019,1,15,10.6,0.0,6.9,6.9,27.0,2.2,8.6,5.9,1022.6,1019.7,3,1,Winter,2.033333333333333,1,0
2019-01-16,35.0,21.0,2019,1,16,11.2,0.0,7.5,7.5,23.0,2.5,10.0,0.4,1019.8,1015.9,3,1,Winter,2.0262119692410563,2,0
2019-01-17,31.0,16.0,2019,1,17,11.8,0.7,8.7,8.7,35.0,3.6,9.7,3.4,1017.7,1014.9,3,1,Winter,2.033910034602076,3,0
2019-01-18,19.0,16.0,2019,1,18,8.3,0.0,6.5,6.5,35.0,2.8,8.9,0.1,1018.7,1015.9,3,1,Winter,2.10665451230629,4,0
2019-01-19,17.0,20.0,2019,1,19,8.9,4.3,4.7,4.7,35.0,2.5,5.3,5.9,1016.0,1010.6,3,1,Winter,1.8666713820908192,5,1
2019-01-20,17.0,22.0,2019,1,20,8.2,13.9,6.4,6.4,10.0,4.2,13.6,0.0,1014.7,1007.3,3,1,Winter,1.6766693701000268,6,1
2019-01-21,17.0,17.0,2019,1,21,8.6,0.0,4.9,4.9,35.0,1.4,7.2,6.2,1017.1,1014.4,4,1,Winter,2.0897567409144195,0,0
2019-01-22,18.0,13.0,2019,1,22,7.4,0.0,4.2,4.2,25.0,2.5,8.3,4.9,1016.4,1004.8,4,1,Winter,2.1220247295208656,1,0
2019-01-23,10.0,13.0,2019,1,23,8.8,0.0,5.3,5.3,26.0,3.1,10.6,3.3,1004.8,994.4,4,1,Winter,2.098592765259432,2,0
2019-01-24,8.0,29.0,2019,1,24,9.0,0.0,4.5,4.5,33.0,5.8,15.8,6.6,1009.4,999.0,4,1,Winter,2.0131291028446388,3,0
2019-01-25,17.0,23.0,2019,1,25,8.8,0.0,3.6,3.6,36.0,2.8,6.1,6.5,1014.8,1009.1,4,1,Winter,2.080452690738317,4,0
2019-01-26,25.0,12.0,2019,1,26,10.8,0.0,5.7,5.7,22.0,4.2,8.9,6.3,1017.9,1011.0,4,1,Winter,1.8001503257056957,5,1
2019-01-27,16.0,14.0,2019,1,27,11.6,0.0,7.5,7.5,31.0,3.9,15.8,4.8,1011.0,1003.9,4,1,Winter,1.6100099556520953,6,1
2019-01-28,12.0,22.0,2019,1,28,10.4,0.0,6.4,6.4,32.0,4.7,17.2,5.8,1010.8,1003.9,5,1,Winter,2.0314601145513405,0,0
2019-01-29,18.0,16.0,2019,1,29,7.9,0.0,5.4,5.4,30.0,2.2,11.9,0.0,1012.3,1003.4,5,1,Winter,1.9998021956285237,1,0
2019-01-30,18.0,19.0,2019,1,30,9.8,0.0,6.3,6.3,27.0,4.7,11.7,6.4,1008.2,1003.5,5,1,Winter,2.012920973657886,2,0
2019-01-31,16.0,23.0,2019,1,31,12.8,0.0,8.8,8.8,27.0,2.8,10.3,2.5,1003.5,994.4,5,1,Winter,2.0410356619443086,3,0
2019-02-01,19.0,9.0,2019,2,1,12.2,0.9,8.6,8.6,26.0,4.2,15.8,2.2,994.5,988.7,5,1,Winter,2.078409513192122,4,0
2019-02-02,14.0,8.0,2019,2,2,10.2,0.2,7.4,7.4,31.0,3.3,15.3,2.2,1006.7,990.4,5,1,Winter,1.7713243546576882,5,1
2019-02-03,9.0,17.0,2019,2,3,9.8,0.0,5.6,5.6,99.0,2.8,13.3,7.7,1021.4,1006.6,5,1,Winter,1.6279306829765543,6,1
2019-02-04,11.0,28.0,2019,2,4,9.2,0.0,5.0,5.0,34.0,2.2,8.9,7.9,1026.6,1021.1,6,1,Winter,1.989929667519181,0,0
2019-02-05,25.0,26.0,2019,2,5,11.6,0.0,7.6,7.6,21.0,2.8,7.5,7.4,1026.6,1024.0,6,1,Winter,2.003846783434277,1,0
2019-02-06,32.0,19.0,2019,2,6,11.5,0.0,7.7,7.7,21.0,2.8,5.8,7.8,1025.7,1021.3,6,1,Winter,2.035037237643873,2,0
2019-02-07,29.0,23.0,2019,2,7,10.1,0.0,6.6,6.6,9.0,2.5,5.3,4.2,1023.6,1019.9,6,1,Winter,2.018253370174998,3,0
2019-02-08,23.0,23.0,2019,2,8,11.6,0.0,7.8,7.8,22.0,3.9,10.6,7.0,1023.4,1019.0,6,1,Winter,2.070527097253155,4,0
2019-02-09,23.0,16.0,2019,2,9,12.0,0.0,8.8,8.8,25.0,2.2,5.6,6.7,1022.8,1019.3,6,1,Winter,1.750564028517282,5,1
2019-02-10,24.0,18.0,2019,2,10,13.8,0.0,9.6,9.6,29.0,4.2,13.6,5.3,1019.5,1014.4,6,1,Winter,1.6754737123031758,6,1
2019-02-11,18.0,25.0,2019,2,11,13.2,0.0,10.4,10.4,4.0,2.2,7.8,7.3,1030.1,1019.3,7,1,Winter,1.983646053880412,0,0
2019-02-12,23.0,21.0,2019,2,12,11.2,0.0,7.6,7.6,20.0,3.9,8.6,8.9,1032.4,1029.7,7,1,Winter,2.0294566544566544,1,0
2019-02-13,27.0,26.0,2019,2,13,9.9,0.0,5.4,5.4,28.0,3.6,6.9,9.2,1034.5,1029.9,7,1,Winter,2.0057450099432863,2,0
2019-02-14,28.0,30.0,2019,2,14,9.1,0.0,4.9,4.9,21.0,4.2,7.8,9.3,1035.8,1031.7,7,1,Winter,2.101550574435607,3,0
2019-02-15,28.0,24.0,2019,2,15,9.2,0.0,4.1,4.1,20.0,3.3,7.8,9.5,1031.7,1028.5,7,1,Winter,2.065877469444231,4,0
2019-02-16,28.0,22.0,2019,2,16,9.4,0.0,4.3,4.3,36.0,2.2,5.3,9.7,1030.8,1028.1,7,1,Winter,1.8204081632653064,5,1
2019-02-17,26.0,18.0,2019,2,17,10.1,0.0,5.1,5.1,35.0,2.2,4.7,8.0,1028.3,1024.4,7,1,Winter,1.6007275587454528,6,1
2019-02-18,25.0,20.0,2019,2,18,10.6,0.0,6.4,6.4,99.0,3.3,5.8,8.9,1024.6,1020.8,8,1,Winter,1.9932028075360175,0,0
2019-02-19,29.0,22.0,2019,2,19,11.9,0.0,8.7,8.7,12.0,3.9,5.8,4.7,1023.3,1021.1,8,1,Winter,1.991589872058692,1,0
2019-02-20,29.0,27.0,2019,2,20,12.2,0.0,9.3,9.3,20.0,2.5,5.3,7.5,1027.5,1022.7,8,1,Winter,2.0357476635514016,2,0
2019-02-21,31.0,38.0,2019,2,21,10.4,0.0,6.0,6.0,21.0,3.9,8.1,9.3,1030.8,1027.4,8,1,Winter,1.9327003165084125,3,0
2019-02-22,37.0,21.0,2019,2,22,14.9,0.0,8.3,8.3,4.0,5.3,8.1,9.6,1030.3,1025.0,8,1,Winter,2.1162077164991953,4,0
2019-02-23,52.0,17.0,2019,2,23,14.4,0.0,9.5,9.5,17.0,3.3,7.8,9.5,1030.0,1024.7,8,1,Winter,1.801826406076641,5,1
2019-02-24,38.0,30.0,2019,2,24,12.2,0.0,8.9,8.9,12.0,2.8,5.8,9.5,1033.4,1030.0,8,1,Winter,1.6637362637362638,6,1
2019-02-25,43.0,28.0,2019,2,25,10.7,0.0,6.8,6.8,20.0,3.9,7.5,9.7,1034.0,1029.9,9,1,Winter,2.061398612550833,0,0
2019-02-26,41.0,35.0,2019,2,26,13.2,0.0,8.5,8.5,35.0,1.7,7.5,10.0,1030.6,1027.5,9,1,Winter,2.0767370627115906,1,0
2019-02-27,41.0,26.0,2019,2,27,13.2,0.0,8.4,8.4,21.0,1.9,7.5,9.6,1027.6,1023.1,9,1,Winter,2.0986035686578743,2,0
2019-02-28,45.0,27.0,2019,2,28,13.8,0.0,9.6,9.6,3.0,1.7,4.7,9.6,1025.7,1023.4,9,1,Winter,2.1062844542447627,3,0
2019-03-01,40.0,19.0,2019,3,1,12.0,0.0,8.6,8.6,20.0,2.8,7.8,9.1,1024.3,1019.8,9,2,Spring,2.072333152047238,4,0
2019-03-02,43.0,21.0,2019,3,2,14.0,0.0,11.4,11.4,27.0,3.1,10.8,8.6,1023.4,1020.4,9,2,Spring,1.7251810822326374,5,1
2019-03-03,36.0,22.0,2019,3,3,13.7,0.0,8.8,8.8,23.0,2.2,11.1,9.2,1023.2,1015.1,9,2,Spring,1.6099474106426597,6,1
2019-03-04,33.0,14.0,2019,3,4,16.8,0.0,11.2,11.2,7.0,4.2,18.1,5.6,1018.6,1012.9,10,2,Spring,1.9930421909696519,0,0
2019-03-05,35.0,19.0,2019,3,5,13.9,0.0,11.0,11.0,13.0,2.5,6.7,7.6,1018.8,1014.7,10,2,Spring,2.0203509928318364,1,0
2019-03-06,34.0,14.0,2019,3,6,13.6,0.1,11.5,11.5,28.0,2.5,9.7,0.0,1014.7,1005.3,10,2,Spring,2.011310511235108,2,0
2019-03-07,22.0,18.0,2019,3,7,14.8,0.0,11.8,11.8,22.0,4.2,11.1,10.5,1016.8,1007.6,10,2,Spring,2.1353510523890002,3,0
2019-03-08,24.0,22.0,2019,3,8,12.3,0.0,8.1,8.1,28.0,1.9,5.3,10.8,1027.7,1016.5,10,2,Spring,2.1563747358534866,4,0
2019-03-09,24.0,17.0,2019,3,9,12.7,0.0,8.2,8.2,29.0,2.8,9.2,10.2,1030.1,1027.2,10,2,Spring,1.8024967393329607,5,1
2019-03-10,24.0,16.0,2019,3,10,15.2,0.0,10.4,10.4,21.0,2.8,7.5,10.1,1028.3,1024.8,10,2,Spring,1.8177364527094584,6,1
2019-03-11,22.0,15.0,2019,3,11,13.7,0.0,12.2,12.2,21.0,4.7,11.4,4.9,1030.7,1025.2,11,2,Spring,2.0195326761591823,0,0
2019-03-12,27.0,17.0,2019,3,12,13.7,0.0,11.1,11.1,24.0,5.3,13.1,4.6,1030.2,1020.2,11,2,Spring,2.0482538643984625,1,0
2019-03-13,29.0,15.0,2019,3,13,12.0,1.7,10.5,10.5,21.0,3.6,10.0,3.7,1025.0,1018.8,11,2,Spring,2.0410867013248364,2,0
2019-03-14,17.0,12.0,2019,3,14,12.6,0.0,8.7,8.7,21.0,3.9,10.0,10.4,1026.9,1021.6,11,2,Spring,2.055331654072208,3,0
2019-03-15,21.0,22.0,2019,3,15,14.4,0.0,10.8,10.8,33.0,3.9,8.9,11.2,1024.4,1022.1,11,2,Spring,2.1432191612850486,4,0
2019-03-16,23.0,20.0,2019,3,16,13.5,0.0,9.6,9.6,21.0,4.7,10.0,10.8,1024.2,1015.3,11,2,Spring,1.8011235955056182,5,1
2019-03-17,31.0,11.0,2019,3,17,13.2,0.0,10.6,10.6,9.0,3.9,11.9,8.1,1018.4,1012.7,11,2,Spring,1.6416714367487122,6,1
2019-03-18,24.0,24.0,2019,3,18,12.6,0.0,9.6,9.6,23.0,2.2,9.7,9.8,1023.5,1018.4,12,2,Spring,2.0134205948140167,0,0
2019-03-19,23.0,17.0,2019,3,19,12.4,0.8,9.6,9.6,20.0,2.5,8.1,6.8,1026.3,1021.1,12,2,Spring,2.066231491800669,1,0
2019-03-20,23.0,22.0,2019,3,20,11.7,0.0,8.3,8.3,10.0,4.7,10.3,10.6,1028.7,1025.8,12,2,Spring,2.072662440570523,2,0
2019-03-21,21.0,26.0,2019,3,21,11.6,0.0,7.8,7.8,12.0,4.4,11.7,11.2,1028.3,1026.1,12,2,Spring,2.065009715025907,3,0
2019-03-22,27.0,31.0,2019,3,22,13.4,0.0,9.3,9.3,35.0,3.6,8.1,10.8,1027.6,1025.6,12,2,Spring,2.0759731763166505,4,0
2019-03-23,32.0,26.0,2019,3,23,15.2,0.0,8.9,8.9,24.0,3.3,8.6,11.4,1026.5,1022.8,12,2,Spring,1.7753757654481352,5,1
2019-03-24,29.0,24.0,2019,3,24,16.1,0.0,11.8,11.8,35.0,1.9,5.8,11.1,1023.5,1020.5,12,2,Spring,1.6693230659025788,6,1
2019-03-25,30.0,16.0,2019,3,25,16.6,0.0,10.9,10.9,23.0,5.8,12.8,11.1,1020.5,1015.3,13,2,Spring,2.006595881595881,0,0
2019-03-26,30.0,20.0,2019,3,26,15.0,0.0,11.2,11.2,17.0,5.3,12.5,11.4,1023.6,1018.2,13,2,Spring,1.9973610967941449,1,0
2019-03-27,36.0,21.0,2019,3,27,11.6,0.0,7.2,7.2,21.0,3.6,8.9,11.5,1026.9,1023.5,13,2,Spring,2.016128574268109,2,0
2019-03-28,30.0,18.0,2019,3,28,12.8,0.0,8.6,8.6,13.0,2.5,6.7,11.3,1028.2,1026.4,13,2,Spring,2.04096767025886,3,0
2019-03-29,25.0,16.0,2019,3,29,12.5,0.0,8.5,8.5,10.0,4.2,15.0,11.4,1028.3,1025.8,13,2,Spring,2.0989857899907296,4,0
2019-03-30,23.0,9.0,2019,3,30,12.5,0.0,8.8,8.8,9.0,4.2,6.9,10.3,1026.1,1019.9,13,2,Spring,1.8289900306051328,5,1
2019-03-31,19.0,17.0,2019,3,31,12.2,0.0,10.0,10.0,9.0,6.4,11.1,1.7,1019.9,1014.7,13,2,Spring,1.627220968954775,6,1
2019-04-01,21.0,24.0,2019,4,1,14.2,0.0,11.4,11.4,99.0,3.1,6.1,10.1,1015.8,1013.8,14,2,Spring,2.0118432233394703,0,0
2019-04-02,28.0,12.0,2019,4,2,14.0,1.2,11.4,11.4,21.0,4.7,10.8,7.1,1015.3,1011.2,14,2,Spring,2.0299990082972466,1,0
2019-04-03,24.0,12.0,2019,4,3,12.4,1.8,8.7,8.7,32.0,2.8,10.3,1.1,1011.6,1001.0,14,2,Spring,2.066722241816025,2,0
2019-04-04,12.0,20.0,2019,4,4,10.7,0.0,7.0,7.0,32.0,3.9,9.4,11.5,1004.1,1001.2,14,2,Spring,2.0928202126621787,3,0
2019-04-05,17.0,11.0,2019,4,5,11.0,3.6,7.2,7.2,21.0,4.7,11.9,3.4,1003.4,997.8,14,2,Spring,2.1001801280195567,4,0
2019-04-06,14.0,12.0,2019,4,6,12.5,0.0,8.6,8.6,29.0,4.2,12.2,9.6,1003.0,997.5,14,2,Spring,1.8968726259812607,5,1
2019-04-07,12.0,22.0,2019,4,7,13.0,2.0,10.2,10.2,20.0,2.2,8.6,8.2,1013.4,1001.5,14,2,Spring,1.7157479668117963,6,1
2019-04-08,12.0,20.0,2019,4,8,12.6,0.4,8.4,8.4,21.0,4.4,11.4,8.0,1012.8,1008.9,15,2,Spring,2.0544625683432534,0,0
2019-04-09,17.0,20.0,2019,4,9,13.3,2.9,10.6,10.6,8.0,2.2,8.6,5.2,1010.3,1008.2,15,2,Spring,2.0577628216320893,1,0
2019-04-10,13.0,15.0,2019,4,10,13.9,2.8,10.5,10.5,27.0,3.1,10.8,7.1,1012.3,1007.5,15,2,Spring,2.0418596418773416,2,0
2019-04-11,11.0,16.0,2019,4,11,14.8,0.0,11.7,11.7,31.0,2.2,8.1,8.2,1013.9,1011.0,15,2,Spring,2.0738800847584087,3,0
2019-04-12,14.0,15.0,2019,4,12,14.8,0.0,12.2,12.2,14.0,3.1,7.8,11.1,1016.9,1013.1,15,2,Spring,2.0936986849056867,4,0
2019-04-13,20.0,14.0,2019,4,13,14.0,0.0,10.8,10.8,21.0,3.1,6.9,11.7,1017.1,1015.0,15,2,Spring,1.7367167583523413,5,1
2019-04-14,20.0,12.0,2019,4,14,12.6,0.0,10.0,10.0,9.0,3.6,7.5,4.9,1017.4,1013.1,15,2,Spring,1.5735869695260558,6,1
2019-04-15,19.0,16.0,2019,4,15,13.7,0.2,11.4,11.4,99.0,4.2,7.5,7.8,1018.6,1015.9,16,2,Spring,1.917561097037764,0,0
2019-04-16,20.0,10.0,2019,4,16,14.1,0.0,10.8,10.8,12.0,3.6,6.7,5.6,1021.1,1016.4,16,2,Spring,1.9249805447470816,1,0
2019-04-17,17.0,5.0,2019,4,17,14.2,0.0,10.9,10.9,10.0,2.5,8.3,4.2,1020.4,1016.8,16,2,Spring,1.8919686316928068,2,0
2019-04-18,14.0,4.0,2019,4,18,14.4,0.0,12.9,12.9,8.0,10.8,18.3,1.1,1019.0,1014.8,16,2,Spring,1.7917441050063887,3,0
2019-04-19,20.0,10.0,2019,4,19,16.1,0.0,14.6,14.6,9.0,11.7,20.3,3.8,1022.4,1017.8,16,2,Spring,1.4464735402286355,4,0
2019-04-20,28.0,4.0,2019,4,20,15.8,0.1,14.2,14.2,8.0,7.5,16.7,0.0,1021.5,1016.1,16,2,Spring,1.5205949256342957,5,1
2019-04-21,25.0,5.0,2019,4,21,15.6,0.7,14.8,14.8,8.0,9.2,17.8,1.4,1016.1,1005.5,16,2,Spring,1.4780355734060102,6,1
2019-04-22,36.0,17.0,2019,4,22,15.4,1.3,14.1,14.1,8.0,6.7,15.8,0.1,1005.6,997.1,17,2,Spring,1.5525899668108916,0,0
2019-04-23,37.0,15.0,2019,4,23,15.7,0.1,13.9,13.9,21.0,4.2,9.4,5.5,1001.9,996.1,17,2,Spring,2.1071734701046863,1,0
2019-04-24,26.0,16.0,2019,4,24,14.6,0.0,12.7,12.7,24.0,6.4,15.3,10.6,1011.5,1001.2,17,2,Spring,2.0814115151428285,2,0
2019-04-25,22.0,8.0,2019,4,25,15.6,0.1,14.1,14.1,25.0,3.9,11.7,2.0,1014.7,1008.9,17,2,Spring,2.0709160504328503,3,0
2019-04-26,17.0,16.0,2019,4,26,17.0,0.0,12.8,12.8,8.0,3.9,13.1,11.9,1024.3,1014.7,17,2,Spring,2.151740748850449,4,0
2019-04-27,17.0,21.0,2019,4,27,14.6,0.0,11.3,11.3,22.0,3.3,6.7,12.2,1025.1,1022.9,17,2,Spring,1.8215247455461057,5,1
2019-04-28,18.0,17.0,2019,4,28,14.1,0.0,11.8,11.8,14.0,2.5,5.6,1.1,1023.9,1020.5,17,2,Spring,1.6344928956393925,6,1
2019-04-29,23.0,16.0,2019,4,29,15.1,0.7,13.3,13.3,21.0,3.9,9.4,5.4,1021.2,1017.0,18,2,Spring,2.1245421746023068,0,0
2019-04-30,22.0,9.0,2019,4,30,15.7,0.0,14.0,14.0,22.0,5.3,11.7,8.8,1018.1,1015.4,18,2,Spring,2.1548124486137508,1,0
2019-05-01,20.0,15.0,2019,5,1,16.0,0.0,13.8,13.8,22.0,5.8,11.1,10.0,1016.5,1013.3,18,2,Spring,1.6584147843942505,2,0
2019-05-02,19.0,20.0,2019,5,2,15.9,0.1,13.4,13.4,15.0,2.8,6.4,7.5,1016.4,1014.1,18,2,Spring,2.064861503521555,3,0
2019-05-03,17.0,11.0,2019,5,3,13.2,23.2,10.7,10.7,8.0,3.1,8.1,0.0,1014.8,1010.5,18,2,Spring,2.245357496507101,4,0
