date, pm10, o3, no2, so2, co
2019/4/17, 16, 42, 8, , 
2019/4/18, 15, 48, 5, , 
2019/4/19, 20, 53, 6, , 
2019/4/20, 24, 48, 4, , 
2019/4/21, 21, 46, 5, , 
2019/4/22, 32, 38, 12, , 
2019/4/23, 36, 36, 10, , 
2019/4/24, 24, 35, 10, , 
2019/4/25, 27, 34, 9, , 
2019/4/26, 17, 34, 14, 1, 
2019/4/27, 17, 37, 15, 2, 
2019/4/28, 18, 33, 13, 1, 
2019/4/29, 26, 29, 11, , 
2019/4/30, 29, 21, 8, , 
2019/5/1, 21, 36, 17, 1, 
2019/5/2, 20, 31, 21, , 
2019/5/3, 18, 36, 8, , 
2019/5/4, 10, 39, 8, 1, 
2019/5/5, 12, 38, 11, , 
2019/5/6, 18, 32, 17, , 
2019/5/7, 23, 35, 12, 1, 
2019/5/8, 30, 38, 15, 1, 
2019/5/9, 25, 36, 24, 1, 
2019/5/10, 22, 34, 13, 1, 
2019/5/11, 23, 40, 9, 1, 
2019/5/12, 18, 38, 13, 1, 
2019/5/13, 24, 40, 18, 1, 
2019/5/14, 22, 43, 11, 1, 
2019/5/15, 22, 44, 18, 1, 
2019/5/16, 21, 34, 15, , 
2019/5/17, 19, 36, 9, , 
2019/5/18, 11, 33, 14, 1, 
2019/5/19, 9, 35, 11, 1, 
2019/5/20, 10, 39, 17, 1, 
2019/5/21, 15, 40, 15, 1, 
2019/5/22, 19, 38, 16, 1, 
2019/5/23, 20, 25, 21, , 
2019/5/24, 18, 26, 15, , 
2019/5/25, 10, 31, 15, 1, 
2019/5/26, 13, 29, 11, 1, 
2019/5/27, 9, 27, 11, 1, 
2019/5/28, 10, 30, 9, , 
2019/5/29, 13, 33, 16, 1, 
2019/5/30, 19, 31, 23, 1, 
2019/5/31, 22, 39, 15, 1, 
2019/6/1, 20, 42, 14, 1, 
2019/6/2, 18, 40, 18, 1, 
2019/6/3, 20, 41, 16, 1, 
2019/6/4, 21, 38, 15, , 
2019/6/5, 19, 29, 11, 1, 
2019/6/6, 23, 39, 11, , 
2019/6/7, 23, 35, 10, , 
2019/6/8, 26, 42, 13, , 
2019/6/9, 20, 43, 12, 1, 
2019/6/10, 32, 27, 15, , 
2019/6/11, 20, 35, 11, , 
2019/6/12, 8, 33, 16, 1, 
2019/6/13, 12, 40, 18, 1, 
2019/6/14, 18, 36, 17, 1, 
2019/6/15, 36, 37, 14, 1, 
2019/6/16, 23, 35, 18, 2, 
2019/6/17, 20, 42, 19, 1, 
2019/6/18, 18, 35, 16, 1, 
2019/6/19, 18, 32, 18, 1, 
2019/6/20, 22, 35, 12, 1, 
2019/6/21, 15, 39, 12, 1, 
2019/6/22, 15, 41, 9, 1, 
2019/6/23, 21, 41, 13, 1, 
2019/6/24, 51, 39, 7, 1, 
2019/6/25, 31, 41, 15, 1, 
2019/6/26, 25, 37, 37, 2, 
2019/6/27, 29, 41, 29, 2, 
2019/6/28, 41, 89, 33, 3, 
2019/6/29, 51, 44, 21, 2, 
2019/6/30, 42, 42, 20, 1, 
2019/1/1, 35, 18, 23, 5, 
2019/1/2, 14, 13, 26, , 
2019/1/3, 18, 17, 32, 1, 
2019/1/4, 22, 17, 16, 4, 
2019/1/5, 22, 43, 20, 4, 
2019/1/6, 17, 10, 19, , 
2019/1/7, 19, 15, 13, , 
2019/1/8, 8, 12, 15, , 
2019/1/9, 6, 21, 22, , 
2019/1/10, 15, 16, 21, , 
2019/1/11, 20, 20, 16, , 
2019/1/12, 22, 19, 13, , 
2019/1/14, 19, 15, 21, , 
2019/1/15, 22, 19, 31, , 
2019/1/16, 28, 18, 25, , 
2019/1/17, 32, 15, 17, , 
2019/1/18, 21, 17, 21, , 
2019/1/19, 15, 18, 22, , 
2019/1/20, 13, 14, 24, , 
2019/1/21, 7, 17, 16, , 
2019/1/22, 7, 22, 13, , 
2019/1/23, 9, 29, 10, 1, 
2019/1/24, 9, 24, 34, 1, 
2019/1/25, 10, 18, 22, 4, 
2019/1/26, 6, 26, 14, 2, 
2019/1/27, 1, 24, 12, 1, 
2019/1/28, 1, 21, 18, 1, 
2019/1/29, 1, 25, 12, 1, 
2019/1/30, 10, 22, 17, 1, 
2019/1/31, 10, 19, 19, , 
2019/3/9, 18, 26, 18, 1, 
2019/3/10, 25, 26, 12, , 
2019/3/11, 24, 25, 13, , 
2019/3/12, 29, 24, 17, , 
2019/3/13, 26, 24, 12, , 
2019/3/14, 18, 24, 13, 1, 
2019/3/15, 21, 27, 16, 1, 
2019/3/16, 23, 28, 18, , 
2019/3/17, 31, 25, 12, , 
2019/3/18, 27, 25, 13, , 
2019/3/19, 17, 27, 13, , 
2019/3/20, 18, 29, 15, , 
2019/3/21, 20, 31, 21, , 
2019/3/22, 26, 30, 29, , 
2019/3/23, 38, 32, 22, , 
2019/3/24, 35, 29, 24, 1, 
2019/3/25, 37, 26, 10, , 
2019/3/26, 31, 28, 17, 1, 
